"dep","dur","mem","wday","temp","prec","rushhour"
2021-08-26 18:55:40,1782,0,"Thursday",27.6,0,2
2021-08-05 15:51:55,589,0,"Thursday",22.1,0,2
2021-08-12 17:01:55,1163,0,"Thursday",26.9,0,2
2021-08-12 16:21:34,424,0,"Thursday",26.9,0,2
2021-08-05 17:49:57,696,0,"Thursday",22.1,0,2
2021-09-02 07:59:43,167,0,"Thursday",15.6,0,1
2021-09-02 08:05:24,334,0,"Thursday",15.6,0,1
2021-09-09 08:31:01,2464,0,"Thursday",19.5,1.6,1
2021-09-16 08:21:34,823,0,"Thursday",16.9,0.2,1
2021-09-02 08:35:56,3642,0,"Thursday",15.6,0,1
2021-09-16 13:04:58,259,0,"Thursday",16.9,0.2,3
2021-09-02 01:47:16,1612,0,"Thursday",15.6,0,3
2021-09-23 11:39:28,376,0,"Thursday",24.7,6.3,3
2021-09-02 22:18:40,447,0,"Thursday",15.6,0,3
2021-09-02 19:52:49,838,0,"Thursday",15.6,0,3
2021-09-16 18:59:08,1790,0,"Thursday",16.9,0.2,2
2021-09-23 15:26:16,840,0,"Thursday",24.7,6.3,2
2021-09-23 18:17:34,1034,0,"Thursday",24.7,6.3,2
2021-09-16 16:12:46,929,0,"Thursday",16.9,0.2,2
2021-09-30 17:05:32,276,0,"Thursday",11.3,0,2
2021-10-07 09:36:16,424,0,"Thursday",14.4,0,1
2021-10-28 09:56:08,927,0,"Thursday",7.9,0,1
2021-10-07 08:38:14,1193,0,"Thursday",14.4,0,1
2021-10-14 09:47:57,255,0,"Thursday",18.3,0,1
2021-10-14 08:24:10,372,0,"Thursday",18.3,0,1
2021-10-21 10:40:45,781,0,"Thursday",11.7,5.8,3
